tool,stratum,tier,status,in_sample_tier_reached,in_sample_threshold,tier_lr_cut,n_folds,folds_reached,folds_with_heldout_lr,heldout_lr_median,heldout_lr_min,heldout_lr_max,folds_heldout_lr_above_cut,threshold_from_6_genes_per_fold,heldout_lr_per_fold
pangolin,s3_50,strong,ok,True,0.6798364520072937,18.7,7,7,6,123.05275851673197,41.111111111111114,227.35294117647055,6,BAP1=0.672; BARD1=0.6849; BRCA1=0.6838; BRCA2=0.6692; PALB2=0.674; RAD51C=0.667; VHL=0.6829,BAP1=44.92; BARD1=190.4; BRCA1=180.3; BRCA2=41.11; PALB2=227.4; RAD51C=65.81; VHL=na
phastcons,s3_10,supporting,ok,True,1.0,2.08,7,7,6,3.951654386329044,2.5080928923293455,7.777777777777779,6,BAP1=1; BARD1=1; BRCA1=1; BRCA2=1; PALB2=1; RAD51C=1; VHL=1,BAP1=4.352; BARD1=3.263; BRCA1=5.216; BRCA2=7.778; PALB2=2.508; RAD51C=3.552; VHL=na
phastcons,s3_10,moderate,ok,False,,4.33,7,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; BRCA2=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; BRCA2=na; PALB2=na; RAD51C=na; VHL=na
phastcons,s3_10,strong,ok,False,,18.7,7,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; BRCA2=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; BRCA2=na; PALB2=na; RAD51C=na; VHL=na
phastcons,s11_50,supporting,ok,False,,2.08,6,1,1,0.9758454106280192,0.9758454106280192,0.9758454106280192,0,BAP1=none; BARD1=0.9685; BRCA1=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=0.9758; BRCA1=na; PALB2=na; RAD51C=na; VHL=na
phastcons,s11_50,moderate,ok,False,,4.33,6,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; PALB2=na; RAD51C=na; VHL=na
phastcons,s11_50,strong,ok,False,,18.7,6,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; PALB2=na; RAD51C=na; VHL=na
phastcons,s3_50,supporting,ok,True,0.992126,2.08,7,7,6,4.901546123441905,4.1681372549019615,9.56201060873958,6,BAP1=1; BARD1=1; BRCA1=1; BRCA2=1; PALB2=1; RAD51C=0.9921; VHL=1,BAP1=4.611; BARD1=5.193; BRCA1=9.562; BRCA2=7.778; PALB2=4.168; RAD51C=4.475; VHL=na
phastcons,s3_50,moderate,ok,False,,4.33,7,2,2,4.901546123441905,4.610563511251628,5.192528735632184,2,BAP1=1; BARD1=1; BRCA1=none; BRCA2=none; PALB2=none; RAD51C=none; VHL=none,BAP1=4.611; BARD1=5.193; BRCA1=na; BRCA2=na; PALB2=na; RAD51C=na; VHL=na
phastcons,s3_50,strong,ok,False,,18.7,7,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; BRCA2=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; BRCA2=na; PALB2=na; RAD51C=na; VHL=na
phylop,s3_10,supporting,ok,True,4.48364,2.08,7,7,5,11.134615384615383,2.6566433566433565,16.758620689655174,5,BAP1=4.374; BARD1=3.122; BRCA1=4.586; BRCA2=4.7; PALB2=4.7; RAD51C=4.484; VHL=4.607,BAP1=4.807; BARD1=2.657; BRCA1=11.13; BRCA2=na; PALB2=16.76; RAD51C=14.55; VHL=na
phylop,s3_10,moderate,ok,True,5.34067,4.33,7,7,2,5.011026359485264,4.962121212121212,5.059931506849315,2,BAP1=4.885; BARD1=4.885; BRCA1=5.859; BRCA2=5.242; PALB2=5.582; RAD51C=5.631; VHL=5.341,BAP1=5.06; BARD1=4.962; BRCA1=na; BRCA2=na; PALB2=na; RAD51C=na; VHL=na
phylop,s3_10,strong,ok,False,,18.7,7,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; BRCA2=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; BRCA2=na; PALB2=na; RAD51C=na; VHL=na
phylop,s11_50,supporting,ok,False,,2.08,6,2,2,2.5016276533266213,1.1609195402298849,3.842335766423358,1,BAP1=3.417; BARD1=3.308; BRCA1=none; PALB2=none; RAD51C=none; VHL=none,BAP1=3.842; BARD1=1.161; BRCA1=na; PALB2=na; RAD51C=na; VHL=na
phylop,s11_50,moderate,ok,False,,4.33,6,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; PALB2=na; RAD51C=na; VHL=na
phylop,s11_50,strong,ok,False,,18.7,6,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; PALB2=na; RAD51C=na; VHL=na
phylop,s3_50,supporting,ok,True,4.15258,2.08,7,7,5,14.28785046728972,4.615581098339719,20.248138957816376,5,BAP1=4.085; BARD1=3.158; BRCA1=4.484; BRCA2=4.508; PALB2=4.153; RAD51C=4.081; VHL=3.963,BAP1=5.054; BARD1=4.616; BRCA1=14.29; BRCA2=na; PALB2=20.21; RAD51C=20.25; VHL=na
phylop,s3_50,moderate,ok,True,5.58181,4.33,7,7,3,19.039272030651343,7.159673144876325,22.679127725856695,3,BAP1=4.7; BARD1=5.25; BRCA1=5.242; BRCA2=5.582; PALB2=5.199; RAD51C=5.488; VHL=5.582,BAP1=7.16; BARD1=19.04; BRCA1=22.68; BRCA2=na; PALB2=na; RAD51C=na; VHL=na
phylop,s3_50,strong,ok,False,,18.7,7,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; BRCA2=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; BRCA2=na; PALB2=na; RAD51C=na; VHL=na
spliceai,s3_10,supporting,ok,True,0.3754746317863464,2.08,7,7,7,9.867532467532468,7.61013698630137,32.29038461538462,7,BAP1=0.3977; BARD1=0.3622; BRCA1=0.408; BRCA2=0.4036; PALB2=0.3986; RAD51C=0.3605; VHL=0.3695,BAP1=7.61; BARD1=9.868; BRCA1=32.29; BRCA2=17.92; PALB2=9.639; RAD51C=9.391; VHL=13.5
spliceai,s3_10,moderate,ok,True,0.5556567311286926,4.33,7,7,6,13.46796630094044,7.842893835616438,39.76648351648352,6,BAP1=0.564; BARD1=0.4303; BRCA1=0.5882; BRCA2=0.585; PALB2=0.585; RAD51C=0.5625; VHL=0.5557,BAP1=7.843; BARD1=11.12; BRCA1=39.77; BRCA2=28.15; PALB2=15.36; RAD51C=11.57; VHL=na
spliceai,s3_10,strong,ok,True,0.8605267405509949,18.7,7,6,6,41.16987179487179,12.662068965517244,83.36363636363636,4,BAP1=0.859; BARD1=0.9091; BRCA1=0.8964; BRCA2=0.9022; PALB2=0.8332; RAD51C=0.9035; VHL=none,BAP1=13.16; BARD1=83.36; BRCA1=55.67; BRCA2=26.67; PALB2=12.66; RAD51C=66.14; VHL=na
spliceai,s11_50,supporting,ok,True,0.2351606488227844,2.08,6,6,4,23.121428571428567,5.367969085444397,44.02564102564103,4,BAP1=0.2148; BARD1=0.2336; BRCA1=0.2402; PALB2=0.2402; RAD51C=0.2392; VHL=0.2425,BAP1=5.368; BARD1=44.03; BRCA1=na; PALB2=19.24; RAD51C=27; VHL=na
spliceai,s11_50,moderate,ok,True,0.2900561094284057,4.33,6,6,4,25.245833333333337,6.665276329509907,63.37254901960784,4,BAP1=0.2728; BARD1=0.3262; BRCA1=0.3111; PALB2=0.3141; RAD51C=0.3111; VHL=0.3111,BAP1=6.665; BARD1=63.37; BRCA1=na; PALB2=26.19; RAD51C=24.3; VHL=na
spliceai,s11_50,strong,ok,False,,18.7,6,1,1,9.605839416058394,9.605839416058394,9.605839416058394,0,BAP1=0.6014; BARD1=none; BRCA1=none; PALB2=none; RAD51C=none; VHL=none,BAP1=9.606; BARD1=na; BRCA1=na; PALB2=na; RAD51C=na; VHL=na
spliceai,s3_50,supporting,ok,True,0.3301774859428406,2.08,7,7,7,15.913043478260873,7.877419997013885,35.530633437175496,7,BAP1=0.336; BARD1=0.336; BRCA1=0.3314; BRCA2=0.3268; PALB2=0.3336; RAD51C=0.3311; VHL=0.3336,BAP1=7.877; BARD1=27.33; BRCA1=35.53; BRCA2=13.33; PALB2=12.08; RAD51C=17.48; VHL=15.91
spliceai,s3_50,moderate,ok,True,0.3818904459476471,4.33,7,7,7,19.89130434782609,8.565910043720429,43.73831775700934,7,BAP1=0.3771; BARD1=0.3731; BRCA1=0.3684; BRCA2=0.3792; PALB2=0.3802; RAD51C=0.3819; VHL=0.3819,BAP1=8.566; BARD1=32.96; BRCA1=43.74; BRCA2=16.67; PALB2=15.74; RAD51C=22.41; VHL=19.89
spliceai,s3_50,strong,ok,True,0.8814790844917297,18.7,7,7,6,46.986240913811,14.038574793875148,283.8582375478927,5,BAP1=0.8085; BARD1=0.9002; BRCA1=0.8969; BRCA2=0.8836; PALB2=0.8605; RAD51C=0.8948; VHL=0.8785,BAP1=14.04; BARD1=283.9; BRCA1=51.03; BRCA2=35.56; PALB2=42.94; RAD51C=213.9; VHL=na
spliceai_walker,s3_10,supporting,ok,True,0.4195183515548706,2.08,7,7,7,14.524137931034485,8.623883263847528,30.367132867132867,7,BAP1=0.4729; BARD1=0.4025; BRCA1=0.4259; BRCA2=0.4259; PALB2=0.4695; RAD51C=0.4677; VHL=0.4195,BAP1=8.624; BARD1=9.593; BRCA1=30.37; BRCA2=17.92; PALB2=14.52; RAD51C=10.79; VHL=18
spliceai_walker,s3_10,moderate,ok,True,0.5386447906494141,4.33,7,7,6,13.975373764166868,9.445205479452056,38.50721153846154,6,BAP1=0.5582; BARD1=0.4615; BRCA1=0.5537; BRCA2=0.5719; PALB2=0.5511; RAD51C=0.555; VHL=0.5323,BAP1=9.445; BARD1=13.05; BRCA1=38.51; BRCA2=28.15; PALB2=14.9; RAD51C=11.78; VHL=na
spliceai_walker,s3_10,strong,ok,True,0.9594634771347046,18.7,7,7,6,51.926282051282044,14.151724137931035,89.31818181818181,4,BAP1=0.8605; BARD1=0.9002; BRCA1=0.8931; BRCA2=0.8948; PALB2=0.8222; RAD51C=0.8973; VHL=0.9595,BAP1=14.17; BARD1=89.32; BRCA1=70.52; BRCA2=33.33; PALB2=14.15; RAD51C=72.75; VHL=na
spliceai_walker,s11_50,supporting,ok,True,0.2402200400829315,2.08,6,6,4,19.15084033613445,6.298911092497307,34.686868686868685,4,BAP1=0.2595; BARD1=0.2352; BRCA1=0.2392; PALB2=0.2485; RAD51C=0.258; VHL=0.2674,BAP1=6.299; BARD1=34.69; BRCA1=na; PALB2=19.24; RAD51C=19.06; VHL=na
spliceai_walker,s11_50,moderate,ok,True,0.2920072078704834,4.33,6,6,4,25.09166666666667,6.147737226277372,52.03030303030303,4,BAP1=0.3117; BARD1=0.3153; BRCA1=0.2904; PALB2=0.3187; RAD51C=0.3144; VHL=0.2901,BAP1=6.148; BARD1=52.03; BRCA1=na; PALB2=29.93; RAD51C=20.25; VHL=na
spliceai_walker,s11_50,strong,ok,False,,18.7,6,1,1,9.605839416058394,9.605839416058394,9.605839416058394,0,BAP1=0.6346; BARD1=none; BRCA1=none; PALB2=none; RAD51C=none; VHL=none,BAP1=9.606; BARD1=na; BRCA1=na; PALB2=na; RAD51C=na; VHL=na
spliceai_walker,s3_50,supporting,ok,True,0.3158454596996307,2.08,7,7,7,15.913043478260873,7.701161029782939,29.689039932030585,7,BAP1=0.3411; BARD1=0.3336; BRCA1=0.3336; BRCA2=0.3094; PALB2=0.3869; RAD51C=0.3144; VHL=0.3209,BAP1=7.701; BARD1=23.52; BRCA1=29.69; BRCA2=10.89; PALB2=17.77; RAD51C=14.61; VHL=15.91
spliceai_walker,s3_50,moderate,ok,True,0.4263108074665069,4.33,7,7,7,25.855824682814298,9.14512872286724,48.149532710280376,7,BAP1=0.4354; BARD1=0.4247; BRCA1=0.4362; BRCA2=0.4214; PALB2=0.4278; RAD51C=0.4303; VHL=0.4258,BAP1=9.145; BARD1=33.69; BRCA1=48.15; BRCA2=17.92; PALB2=25.86; RAD51C=26.39; VHL=24.75
spliceai_walker,s3_50,strong,ok,True,0.8773123025894165,18.7,7,7,6,45.58255451713396,15.161660777385158,283.8582375478927,5,BAP1=0.8029; BARD1=0.8967; BRCA1=0.8964; BRCA2=0.8931; PALB2=0.8415; RAD51C=0.8952; VHL=0.8795,BAP1=15.16; BARD1=283.9; BRCA1=57.83; BRCA2=33.33; PALB2=27.79; RAD51C=213.9; VHL=na
